action,timestamp,path,payload
NOTIFY,1499075130507,tourService/ridingDuration,0
NOTIFY,1499075130507,tourService/ridingDuration,0
NOTIFY,1499075130508,tourService/ascent,0
NOTIFY,1499075130508,tourService/calories,0.05402679
NOTIFY,1499075130555,rideService/heartRate,115
NOTIFY,1499075130605,rideService/speed,0.058902428
NOTIFY,1499075130605,rideService/userPower,20
NOTIFY,1499075130606,tourService/ridingDuration,0
NOTIFY,1499075130606,tourService/ridingDistance,0
NOTIFY,1499075130606,tourService/ridingDuration,0
NOTIFY,1499075130606,tourService/ridingDuration,0
NOTIFY,1499075130606,tourService/ascent,0
NOTIFY,1499075130606,tourService/calories,0.063259751
NOTIFY,1499075130704,rideService/speed,0.058902428
NOTIFY,1499075130704,rideService/userPower,20
NOTIFY,1499075130705,tourService/ridingDuration,0
NOTIFY,1499075130706,tourService/ridingDistance,0
NOTIFY,1499075130706,tourService/ridingDuration,0
NOTIFY,1499075130706,tourService/ridingDuration,0
NOTIFY,1499075130706,tourService/ascent,0
NOTIFY,1499075130707,tourService/calories,0.073750913
NOTIFY,1499075130805,rideService/speed,0.058902428
NOTIFY,1499075130805,rideService/userPower,25
NOTIFY,1499075130806,tourService/ridingDuration,0
NOTIFY,1499075130806,tourService/ridingDistance,0
NOTIFY,1499075130806,tourService/ridingDuration,0
NOTIFY,1499075130807,tourService/ridingDuration,0
NOTIFY,1499075130807,tourService/ascent,0
NOTIFY,1499075130807,tourService/calories,0.083873667
NOTIFY,1499075130906,rideService/speed,0.058902428
NOTIFY,1499075130907,rideService/userPower,25
NOTIFY,1499075130908,tourService/ridingDuration,0
NOTIFY,1499075130908,tourService/ridingDistance,0
NOTIFY,1499075130908,tourService/ridingDuration,0
NOTIFY,1499075130908,tourService/ridingDuration,0
NOTIFY,1499075130908,tourService/ascent,0
NOTIFY,1499075130909,tourService/calories,0.094015397
NOTIFY,1499075131005,rideService/speed,0.058902428
NOTIFY,1499075131006,rideService/userPower,30
NOTIFY,1499075131008,tourService/ridingDuration,0
NOTIFY,1499075131008,tourService/ridingDistance,0
NOTIFY,1499075131008,tourService/ridingDuration,0
NOTIFY,1499075131008,tourService/ridingDuration,0
NOTIFY,1499075131009,tourService/ascent,0
NOTIFY,1499075131011,tourService/calories,0.1039996
NOTIFY,1499075131103,rideService/speed,0.058902428
NOTIFY,1499075131103,mobile/location,
NOTIFY,1499075131104,rideService/userPower,35
NOTIFY,1499075131104,tourService/ridingDuration,0
NOTIFY,1499075131104,tourService/ridingDistance,0
NOTIFY,1499075131104,tourService/ridingDuration,0
NOTIFY,1499075131104,tourService/ridingDuration,0
NOTIFY,1499075131104,tourService/ascent,0
NOTIFY,1499075131105,tourService/calories,0.11394956
NOTIFY,1499075131733,rideService/speed,0.03692672
NOTIFY,1499075131733,rideService/userPower,40
NOTIFY,1499075131735,rideService/speed,0.03692672
NOTIFY,1499075131735,rideService/userPower,45
NOTIFY,1499075131735,rideService/speed,0.03692672
NOTIFY,1499075131735,rideService/userPower,45
NOTIFY,1499075131736,rideService/speed,0.03692672
NOTIFY,1499075131736,rideService/userPower,50
NOTIFY,1499075131736,rideService/speed,0.03692672
NOTIFY,1499075131736,rideService/userPower,55
NOTIFY,1499075131736,rideService/speed,0.03692672
NOTIFY,1499075131736,rideService/userPower,60
NOTIFY,1499075131737,tourService/ridingDuration,0
NOTIFY,1499075131737,tourService/ridingDistance,0
NOTIFY,1499075131739,tourService/ridingDuration,0
NOTIFY,1499075131739,tourService/ridingDuration,0
NOTIFY,1499075131739,tourService/ridingDuration,0
NOTIFY,1499075131739,tourService/ascent,0
NOTIFY,1499075131739,tourService/calories,0.123902291
NOTIFY,1499075131740,tourService/ridingDuration,0
NOTIFY,1499075131740,tourService/ridingDistance,0
NOTIFY,1499075131740,tourService/ridingDuration,0
NOTIFY,1499075131740,tourService/ridingDuration,0
NOTIFY,1499075131740,tourService/ascent,0
NOTIFY,1499075131740,tourService/calories,0.134375483
NOTIFY,1499075131740,tourService/ridingDuration,0
NOTIFY,1499075131740,tourService/ridingDistance,0
NOTIFY,1499075131741,tourService/ridingDuration,0
NOTIFY,1499075131741,tourService/ridingDuration,0
NOTIFY,1499075131741,tourService/ascent,0
NOTIFY,1499075131741,tourService/calories,0.144489869
NOTIFY,1499075131741,tourService/ridingDuration,0
NOTIFY,1499075131741,tourService/ridingDistance,0
NOTIFY,1499075131741,tourService/ridingDuration,0
NOTIFY,1499075131741,tourService/ridingDuration,0
NOTIFY,1499075131741,tourService/ascent,0
NOTIFY,1499075131742,tourService/calories,0.154896364
NOTIFY,1499075131742,tourService/ridingDuration,0
NOTIFY,1499075131742,tourService/ridingDistance,0
NOTIFY,1499075131742,tourService/ridingDuration,0
NOTIFY,1499075131742,tourService/ridingDuration,0
NOTIFY,1499075131742,tourService/ascent,0
NOTIFY,1499075131742,tourService/calories,0.164515615
NOTIFY,1499075131742,tourService/ridingDuration,0
NOTIFY,1499075131742,tourService/ridingDistance,0
NOTIFY,1499075131743,tourService/ridingDuration,0
NOTIFY,1499075131743,tourService/ridingDuration,0
NOTIFY,1499075131743,tourService/ascent,0
NOTIFY,1499075131743,tourService/calories,0.175275043
NOTIFY,1499075131804,rideService/speed,0.03692672
NOTIFY,1499075131804,rideService/userPower,60
NOTIFY,1499075131805,tourService/ridingDuration,0
NOTIFY,1499075131805,tourService/ridingDistance,0
NOTIFY,1499075131805,tourService/ridingDuration,0
NOTIFY,1499075131805,tourService/ridingDuration,0
NOTIFY,1499075131805,tourService/ascent,0
NOTIFY,1499075131805,tourService/calories,0.185323417
NOTIFY,1499075131900,rideService/speed,0.03692672
NOTIFY,1499075131900,rideService/userPower,60
NOTIFY,1499075131901,tourService/ridingDuration,0
NOTIFY,1499075131901,tourService/ridingDistance,0
NOTIFY,1499075131901,tourService/ridingDuration,0
NOTIFY,1499075131901,tourService/ridingDuration,0
NOTIFY,1499075131902,tourService/ascent,0
NOTIFY,1499075131902,tourService/calories,0.195064828
NOTIFY,1499075132001,rideService/speed,0.03692672
NOTIFY,1499075132002,rideService/userPower,60
NOTIFY,1499075132003,tourService/ridingDuration,0
NOTIFY,1499075132003,tourService/ridingDistance,0
NOTIFY,1499075132003,tourService/ridingDuration,0
NOTIFY,1499075132003,tourService/ridingDuration,0
NOTIFY,1499075132003,tourService/ascent,0
NOTIFY,1499075132004,tourService/calories,0.205551028
NOTIFY,1499075132101,rideService/speed,0.03692672
NOTIFY,1499075132101,rideService/userPower,60
NOTIFY,1499075132102,tourService/ridingDuration,0
NOTIFY,1499075132102,tourService/ridingDistance,0
NOTIFY,1499075132102,tourService/ridingDuration,0
NOTIFY,1499075132102,tourService/ridingDuration,0
NOTIFY,1499075132102,tourService/ascent,0
NOTIFY,1499075132102,tourService/calories,0.215733409
NOTIFY,1499075132108,mobile/location,
NOTIFY,1499075132206,rideService/speed,0
NOTIFY,1499075132206,rideService/userPower,60
NOTIFY,1499075132208,tourService/ridingDuration,0
NOTIFY,1499075132208,tourService/ridingDistance,0
NOTIFY,1499075132208,tourService/ridingDuration,0
NOTIFY,1499075132208,tourService/ridingDuration,0
NOTIFY,1499075132208,tourService/ridingDuration,0
NOTIFY,1499075132208,tourService/ascent,0
NOTIFY,1499075132209,tourService/calories,0.226350337
NOTIFY,1499075132352,rideService/speed,0
NOTIFY,1499075132352,rideService/userPower,55
NOTIFY,1499075132356,tourService/ridingDuration,0
NOTIFY,1499075132357,tourService/ridingDistance,0
NOTIFY,1499075132357,tourService/ridingDuration,0
NOTIFY,1499075132357,tourService/ridingDuration,0
NOTIFY,1499075132357,tourService/ascent,0
NOTIFY,1499075132357,tourService/calories,0.236250252
NOTIFY,1499075132402,rideService/speed,0
NOTIFY,1499075132402,rideService/userPower,50
NOTIFY,1499075132402,tourService/ridingDuration,0
NOTIFY,1499075132402,tourService/ridingDistance,0
NOTIFY,1499075132402,tourService/ridingDuration,0
NOTIFY,1499075132402,tourService/ridingDuration,0
NOTIFY,1499075132402,tourService/ascent,0
NOTIFY,1499075132402,tourService/calories,0.246634781
NOTIFY,1499075132506,rideService/speed,0
NOTIFY,1499075132506,rideService/userPower,50
NOTIFY,1499075132506,tourService/ridingDuration,0
NOTIFY,1499075132506,tourService/ridingDistance,0
NOTIFY,1499075132506,tourService/ridingDuration,0
NOTIFY,1499075132506,tourService/ridingDuration,0
NOTIFY,1499075132506,tourService/ascent,0
NOTIFY,1499075132506,tourService/calories,0.257316262
NOTIFY,1499075132604,rideService/speed,0
NOTIFY,1499075132604,rideService/userPower,45
NOTIFY,1499075132604,tourService/ridingDuration,0
NOTIFY,1499075132604,tourService/ridingDistance,0
NOTIFY,1499075132605,tourService/ridingDuration,0
NOTIFY,1499075132605,tourService/ridingDuration,0
NOTIFY,1499075132605,tourService/ascent,0
NOTIFY,1499075132605,tourService/calories,0.267391831
NOTIFY,1499075132703,rideService/speed,0
NOTIFY,1499075132703,rideService/userPower,40
NOTIFY,1499075132713,tourService/ridingDuration,0
NOTIFY,1499075132724,tourService/ridingDistance,0
NOTIFY,1499075132727,tourService/ridingDuration,0
NOTIFY,1499075132727,tourService/ridingDuration,0
NOTIFY,1499075132727,tourService/ascent,0
NOTIFY,1499075132727,tourService/calories,0.27747798
NOTIFY,1499075132802,rideService/speed,0
NOTIFY,1499075132803,rideService/userPower,35
NOTIFY,1499075132803,tourService/ridingDuration,0
NOTIFY,1499075132803,tourService/ridingDistance,0
NOTIFY,1499075132803,tourService/ridingDuration,0
NOTIFY,1499075132803,tourService/ridingDuration,0
NOTIFY,1499075132803,tourService/ascent,0
NOTIFY,1499075132803,tourService/calories,0.287746459
NOTIFY,1499075132906,rideService/speed,0
NOTIFY,1499075132906,rideService/userPower,30
NOTIFY,1499075132907,tourService/ridingDuration,0
NOTIFY,1499075132907,tourService/ridingDistance,0
NOTIFY,1499075132907,tourService/ridingDuration,0
NOTIFY,1499075132908,tourService/ridingDuration,0
NOTIFY,1499075132908,tourService/ascent,0
NOTIFY,1499075132908,tourService/calories,0.298367381
NOTIFY,1499075133005,rideService/speed,0
NOTIFY,1499075133005,rideService/userPower,30
NOTIFY,1499075133007,tourService/ridingDuration,0
NOTIFY,1499075133008,tourService/ridingDistance,0
NOTIFY,1499075133008,tourService/ridingDuration,0
NOTIFY,1499075133009,tourService/ridingDuration,0
NOTIFY,1499075133009,tourService/ascent,0
NOTIFY,1499075133009,tourService/calories,0.308497548
NOTIFY,1499075133105,rideService/speed,0
NOTIFY,1499075133105,rideService/userPower,25
NOTIFY,1499075133106,tourService/ridingDuration,0
NOTIFY,1499075133106,tourService/ridingDistance,0
NOTIFY,1499075133107,tourService/ridingDuration,0
NOTIFY,1499075133107,tourService/ridingDuration,0
NOTIFY,1499075133107,tourService/ascent,0
NOTIFY,1499075133107,tourService/calories,0.318791687
NOTIFY,1499075133127,mobile/location,
NOTIFY,1499075133202,rideService/speed,0
NOTIFY,1499075133202,rideService/userPower,20
NOTIFY,1499075133208,tourService/ridingDuration,0
NOTIFY,1499075133208,tourService/ridingDistance,0
NOTIFY,1499075133209,tourService/ridingDuration,0
NOTIFY,1499075133209,tourService/ridingDuration,0
NOTIFY,1499075133209,tourService/ridingDuration,0
NOTIFY,1499075133209,tourService/ascent,0
NOTIFY,1499075133210,tourService/calories,0.328678787
NOTIFY,1499075133305,rideService/speed,0
NOTIFY,1499075133306,rideService/userPower,15
NOTIFY,1499075133307,tourService/ridingDuration,0
NOTIFY,1499075133307,tourService/ridingDistance,0
NOTIFY,1499075133308,tourService/ridingDuration,0
NOTIFY,1499075133309,tourService/ridingDuration,0
NOTIFY,1499075133309,tourService/ascent,0
NOTIFY,1499075133310,tourService/calories,0.339232504
NOTIFY,1499075133406,rideService/speed,0
NOTIFY,1499075133407,rideService/userPower,10
NOTIFY,1499075133408,tourService/ridingDuration,0
NOTIFY,1499075133409,tourService/ridingDistance,0
NOTIFY,1499075133409,tourService/ridingDuration,0
NOTIFY,1499075133409,tourService/ridingDuration,0
NOTIFY,1499075133410,tourService/ascent,0
NOTIFY,1499075133410,tourService/calories,0.349662274
NOTIFY,1499075133504,rideService/speed,0
NOTIFY,1499075133504,rideService/userPower,10
NOTIFY,1499075133506,tourService/ridingDuration,0
NOTIFY,1499075133506,tourService/ridingDistance,0
NOTIFY,1499075133507,tourService/ridingDuration,0
NOTIFY,1499075133507,tourService/ridingDuration,0
NOTIFY,1499075133508,tourService/ascent,0
NOTIFY,1499075133508,tourService/calories,0.359615564
NOTIFY,1499075133605,rideService/speed,0
NOTIFY,1499075133606,rideService/userPower,5
NOTIFY,1499075133606,tourService/ridingDuration,0
NOTIFY,1499075133607,tourService/ridingDistance,0
NOTIFY,1499075133607,tourService/ridingDuration,0
NOTIFY,1499075133607,tourService/ridingDuration,0
NOTIFY,1499075133607,tourService/ascent,0
NOTIFY,1499075133608,tourService/calories,0.370113552
NOTIFY,1499075133704,rideService/speed,0
NOTIFY,1499075133705,rideService/userPower,0
NOTIFY,1499075133707,tourService/ridingDuration,0
NOTIFY,1499075133708,tourService/ridingDistance,0
NOTIFY,1499075133709,tourService/ridingDuration,0
NOTIFY,1499075133709,tourService/ridingDuration,0
NOTIFY,1499075133709,tourService/ascent,0
NOTIFY,1499075133710,tourService/calories,0.380070835
NOTIFY,1499075133799,rideService/speed,0
NOTIFY,1499075133800,rideService/userPower,0
NOTIFY,1499075133802,tourService/ridingDuration,0
NOTIFY,1499075133802,tourService/ridingDistance,0
NOTIFY,1499075133803,tourService/ridingDuration,0
NOTIFY,1499075133803,tourService/ridingDuration,0
NOTIFY,1499075133803,tourService/ascent,0
NOTIFY,1499075133805,tourService/calories,0.389987886
NOTIFY,1499075133905,rideService/speed,0
NOTIFY,1499075133905,rideService/userPower,0
NOTIFY,1499075133906,tourService/ridingDuration,0
NOTIFY,1499075133907,tourService/ridingDistance,0
NOTIFY,1499075133907,tourService/ridingDuration,0
NOTIFY,1499075133907,tourService/ridingDuration,0
NOTIFY,1499075133907,tourService/ascent,0
NOTIFY,1499075133908,tourService/calories,0.400865227
NOTIFY,1499075134006,rideService/speed,0
NOTIFY,1499075134006,rideService/userPower,0
NOTIFY,1499075134007,tourService/ridingDuration,0
NOTIFY,1499075134007,tourService/ridingDistance,0
NOTIFY,1499075134007,tourService/ridingDuration,0
NOTIFY,1499075134008,tourService/ridingDuration,0
NOTIFY,1499075134008,tourService/ascent,0
NOTIFY,1499075134008,tourService/calories,0.411180496
NOTIFY,1499075134105,rideService/speed,0
NOTIFY,1499075134105,rideService/userPower,0
NOTIFY,1499075134107,tourService/ridingDuration,0
NOTIFY,1499075134107,tourService/ridingDistance,0
NOTIFY,1499075134108,tourService/ridingDuration,0
NOTIFY,1499075134108,tourService/ridingDuration,0
NOTIFY,1499075134108,tourService/ascent,0
NOTIFY,1499075134108,tourService/calories,0.421394169
NOTIFY,1499075134119,mobile/location,
NOTIFY,1499075134199,rideService/speed,0
NOTIFY,1499075134199,rideService/userPower,0
NOTIFY,1499075134205,tourService/ridingDuration,0
NOTIFY,1499075134205,tourService/ridingDistance,0
NOTIFY,1499075134205,tourService/ridingDuration,0
NOTIFY,1499075134205,tourService/ridingDuration,0
NOTIFY,1499075134206,tourService/ridingDuration,0
NOTIFY,1499075134206,tourService/ascent,0
NOTIFY,1499075134207,tourService/calories,0.431066722
NOTIFY,1499075134304,rideService/speed,0
NOTIFY,1499075134305,rideService/userPower,0
NOTIFY,1499075134306,tourService/ridingDuration,0
NOTIFY,1499075134308,tourService/ridingDistance,0
NOTIFY,1499075134309,tourService/ridingDuration,0
NOTIFY,1499075134309,tourService/ridingDuration,0
NOTIFY,1499075134310,tourService/ascent,0
NOTIFY,1499075134312,tourService/calories,0.441837549
NOTIFY,1499075134396,rideService/heartRate,114
NOTIFY,1499075134402,rideService/speed,0
NOTIFY,1499075134403,rideService/userPower,0
NOTIFY,1499075134403,tourService/ridingDuration,0
NOTIFY,1499075134403,tourService/ridingDistance,0
NOTIFY,1499075134404,tourService/ridingDuration,0
NOTIFY,1499075134404,tourService/ridingDuration,0
NOTIFY,1499075134404,tourService/ascent,0
NOTIFY,1499075134404,tourService/calories,0.451905429
NOTIFY,1499075134506,rideService/speed,0
NOTIFY,1499075134506,rideService/userPower,0
NOTIFY,1499075134508,tourService/ridingDuration,0
NOTIFY,1499075134508,tourService/ridingDistance,0
NOTIFY,1499075134508,tourService/ridingDuration,0
NOTIFY,1499075134508,tourService/ridingDuration,0
NOTIFY,1499075134508,tourService/ascent,0
NOTIFY,1499075134509,tourService/calories,0.462487608
NOTIFY,1499075134608,rideService/speed,0
NOTIFY,1499075134608,rideService/userPower,0
NOTIFY,1499075134610,tourService/ridingDuration,0
NOTIFY,1499075134610,tourService/ridingDistance,0
NOTIFY,1499075134610,tourService/ridingDuration,0
NOTIFY,1499075134610,tourService/ridingDuration,0
NOTIFY,1499075134611,tourService/ascent,0
NOTIFY,1499075134611,tourService/calories,0.472801208
NOTIFY,1499075134705,rideService/speed,0
NOTIFY,1499075134705,rideService/userPower,0
NOTIFY,1499075134707,tourService/ridingDuration,0
NOTIFY,1499075134707,tourService/ridingDistance,0
NOTIFY,1499075134707,tourService/ridingDuration,0
NOTIFY,1499075134708,tourService/ridingDuration,0
NOTIFY,1499075134708,tourService/ascent,0
NOTIFY,1499075134709,tourService/calories,0.482917935
NOTIFY,1499075134805,rideService/speed,0
NOTIFY,1499075134805,rideService/userPower,0
NOTIFY,1499075134806,tourService/ridingDuration,0
NOTIFY,1499075134806,tourService/ridingDistance,0
NOTIFY,1499075134807,tourService/ridingDuration,0
NOTIFY,1499075134807,tourService/ridingDuration,0
NOTIFY,1499075134807,tourService/ascent,0
NOTIFY,1499075134807,tourService/calories,0.493215442
NOTIFY,1499075134903,rideService/speed,0
NOTIFY,1499075134903,rideService/userPower,0
NOTIFY,1499075134904,tourService/ridingDuration,0
NOTIFY,1499075134904,tourService/ridingDistance,0
NOTIFY,1499075134904,tourService/ridingDuration,0
NOTIFY,1499075134904,tourService/ridingDuration,0
NOTIFY,1499075134905,tourService/ascent,0
NOTIFY,1499075134905,tourService/calories,0.503251135
NOTIFY,1499075135005,rideService/speed,0
NOTIFY,1499075135005,rideService/userPower,0
NOTIFY,1499075135006,tourService/ridingDuration,0
NOTIFY,1499075135006,tourService/ridingDistance,0
NOTIFY,1499075135007,tourService/ridingDuration,0
NOTIFY,1499075135007,tourService/ridingDuration,0
NOTIFY,1499075135007,tourService/ascent,0
NOTIFY,1499075135007,tourService/calories,0.513746262
NOTIFY,1499075135103,mobile/location,
NOTIFY,1499075135106,rideService/speed,0.010139863
NOTIFY,1499075135106,rideService/userPower,0
NOTIFY,1499075135112,tourService/ridingDuration,0
NOTIFY,1499075135114,tourService/ridingDistance,0
NOTIFY,1499075135114,tourService/ridingDuration,0
NOTIFY,1499075135114,tourService/ridingDuration,0
NOTIFY,1499075135114,tourService/ridingDuration,0
NOTIFY,1499075135114,tourService/ascent,0
NOTIFY,1499075135115,tourService/calories,0.524187446
NOTIFY,1499075135203,rideService/speed,0.010139863
NOTIFY,1499075135203,rideService/userPower,5
NOTIFY,1499075135204,tourService/ridingDuration,0
NOTIFY,1499075135204,tourService/ridingDistance,0
NOTIFY,1499075135205,tourService/ridingDuration,0
NOTIFY,1499075135209,tourService/ridingDuration,0
NOTIFY,1499075135211,tourService/ascent,0
NOTIFY,1499075135212,tourService/calories,0.534281075
NOTIFY,1499075135299,rideService/speed,0.010139863
NOTIFY,1499075135299,rideService/userPower,10
NOTIFY,1499075135300,tourService/ridingDuration,0
NOTIFY,1499075135301,tourService/ridingDistance,0
NOTIFY,1499075135301,tourService/ridingDuration,0
NOTIFY,1499075135301,tourService/ridingDuration,0
NOTIFY,1499075135301,tourService/ascent,0
NOTIFY,1499075135302,tourService/calories,0.544410229
NOTIFY,1499075135401,rideService/speed,0.010139863
NOTIFY,1499075135401,rideService/userPower,10
NOTIFY,1499075135404,tourService/ridingDuration,0
NOTIFY,1499075135405,tourService/ridingDistance,0
NOTIFY,1499075135405,tourService/ridingDuration,0
NOTIFY,1499075135405,tourService/ridingDuration,0
NOTIFY,1499075135405,tourService/ascent,0
NOTIFY,1499075135406,tourService/calories,0.554958761
NOTIFY,1499075135417,rideService/heartRate,113
NOTIFY,1499075135504,rideService/speed,0.010139863
NOTIFY,1499075135504,rideService/userPower,15
NOTIFY,1499075135505,tourService/ridingDuration,0
NOTIFY,1499075135506,tourService/ridingDistance,0
NOTIFY,1499075135506,tourService/ridingDuration,0
NOTIFY,1499075135506,tourService/ridingDuration,0
NOTIFY,1499075135506,tourService/ascent,0
NOTIFY,1499075135507,tourService/calories,0.565762222
NOTIFY,1499075135602,rideService/speed,0.010139863
NOTIFY,1499075135602,rideService/userPower,20
NOTIFY,1499075135603,tourService/ridingDuration,0
NOTIFY,1499075135604,tourService/ridingDistance,0
NOTIFY,1499075135604,tourService/ridingDuration,0
NOTIFY,1499075135604,tourService/ridingDuration,0
NOTIFY,1499075135604,tourService/ascent,0
NOTIFY,1499075135605,tourService/calories,0.575973213
NOTIFY,1499075135700,rideService/speed,0.010139863
NOTIFY,1499075135700,rideService/userPower,25
NOTIFY,1499075135701,tourService/ridingDuration,0
NOTIFY,1499075135701,tourService/ridingDistance,0
NOTIFY,1499075135701,tourService/ridingDuration,0
NOTIFY,1499075135702,tourService/ridingDuration,0
NOTIFY,1499075135702,tourService/ascent,0
NOTIFY,1499075135704,tourService/calories,0.586129785
NOTIFY,1499075135803,rideService/speed,0.010139863
NOTIFY,1499075135803,rideService/userPower,30
NOTIFY,1499075135805,tourService/ridingDuration,0
NOTIFY,1499075135805,tourService/ridingDistance,0
NOTIFY,1499075135806,tourService/ridingDuration,0
NOTIFY,1499075135806,tourService/ridingDuration,0
NOTIFY,1499075135806,tourService/ascent,0
NOTIFY,1499075135807,tourService/calories,0.596840739
NOTIFY,1499075135905,rideService/speed,0.010139863
NOTIFY,1499075135906,rideService/userPower,35
NOTIFY,1499075135908,tourService/ridingDuration,0
NOTIFY,1499075135908,tourService/ridingDistance,0
NOTIFY,1499075135909,tourService/ridingDuration,0
NOTIFY,1499075135910,tourService/ridingDuration,0
NOTIFY,1499075135910,tourService/ascent,0
NOTIFY,1499075135911,tourService/calories,0.60747087
NOTIFY,1499075136002,rideService/speed,0.010139863
NOTIFY,1499075136002,rideService/userPower,35
NOTIFY,1499075136003,tourService/ridingDuration,0
NOTIFY,1499075136003,tourService/ridingDistance,0
NOTIFY,1499075136003,tourService/ridingDuration,0
NOTIFY,1499075136003,tourService/ridingDuration,0
NOTIFY,1499075136004,tourService/ascent,0
NOTIFY,1499075136004,tourService/calories,0.617537439
NOTIFY,1499075136101,rideService/speed,0.010139863
NOTIFY,1499075136102,rideService/userPower,40
NOTIFY,1499075136102,tourService/ridingDuration,0
NOTIFY,1499075136103,tourService/ridingDistance,0
NOTIFY,1499075136103,tourService/ridingDuration,0
NOTIFY,1499075136103,tourService/ridingDuration,0
NOTIFY,1499075136103,tourService/ascent,0
NOTIFY,1499075136103,tourService/calories,0.627895057
NOTIFY,1499075136133,mobile/location,
NOTIFY,1499075136206,rideService/speed,0.045488668
NOTIFY,1499075136206,rideService/userPower,45
NOTIFY,1499075136218,tourService/ridingDuration,0
